property_code,project_no,type,sales_date,construction_date,completed_90,completed_100,SLA_90,SLA_100,status
PYLU3041,PYLPH01,Carpark,7/30/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3042,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3043,PYLPH01,Carpark,2/19/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3044,PYLPH01,Carpark,6/2/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3045,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3046,PYLPH01,Carpark,9/24/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3047,PYLPH01,Carpark,11/11/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3048,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3049,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3050,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3051,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3052,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3053,PYLPH01,Carpark,4/7/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3054,PYLPH01,Carpark,11/5/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3055,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3056,PYLPH01,Carpark,3/20/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3057,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3058,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3059,PYLPH01,Carpark,8/1/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3060,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3061,PYLPH01,Carpark,7/6/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3062,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3063,PYLPH01,Carpark,2/28/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3064,PYLPH01,Carpark,2/23/2023,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3065,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3066,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3067,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3068,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3069,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3070,PYLPH01,Carpark,3/3/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3071,PYLPH01,Carpark,7/19/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3072,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3073,PYLPH01,Carpark,4/10/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3074,PYLPH01,Carpark,12/12/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3075,PYLPH01,Carpark,8/6/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3076,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3077,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3078,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3079,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3080,PYLPH01,Carpark,5/16/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3081,PYLPH01,Carpark,6/11/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3082,PYLPH01,Carpark,10/9/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3083,PYLPH01,Carpark,8/13/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3084,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3085,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3086,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3087,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3088,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3089,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3090,PYLPH01,Carpark,6/12/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3091,PYLPH01,Carpark,1/20/2023,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3092,PYLPH01,Carpark,6/9/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3093,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3094,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3095,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3096,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3097,PYLPH01,Carpark,10/31/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3098,PYLPH01,Carpark,10/29/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3099,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3100,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3101,PYLPH01,Carpark,2/24/2023,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3102,PYLPH01,Carpark,12/21/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3103,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3104,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3105,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3106,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3107,PYLPH01,Carpark,8/6/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3108,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3109,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3110,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3111,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3112,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3113,PYLPH01,Carpark,5/25/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3114,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3115,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3116,PYLPH01,Carpark,10/15/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3117,PYLPH01,Carpark,10/4/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3118,PYLPH01,Carpark,6/14/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3119,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3120,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3121,PYLPH01,Carpark,1/26/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3122,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3123,PYLPH01,Carpark,3/25/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3124,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3125,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3126,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3127,PYLPH01,Carpark,9/27/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3128,PYLPH01,Carpark,4/4/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3129,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3130,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3131,PYLPH01,Carpark,1/19/2023,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3132,PYLPH01,Carpark,12/19/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3133,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3134,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3135,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3136,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3137,PYLPH01,Carpark,6/26/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3138,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3139,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3140,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3141,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3142,PYLPH01,Carpark,6/24/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3143,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3144,PYLPH01,Carpark,6/15/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3145,PYLPH01,Carpark,7/19/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3146,PYLPH01,Carpark,3/20/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3147,PYLPH01,Carpark,6/12/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3148,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3149,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3150,PYLPH01,Carpark,9/2/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3151,PYLPH01,Carpark,1/29/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3152,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3153,PYLPH01,Carpark,3/15/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3154,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3155,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3156,PYLPH01,Carpark,8/12/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3157,PYLPH01,Carpark,5/23/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU3158,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3159,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU3160,PYLPH01,Carpark,7/4/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4001,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4002,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4003,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4004,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4005,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4006,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4007,PYLPH01,Carpark,12/12/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4008,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4009,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4010,PYLPH01,Carpark,5/21/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4011,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4012,PYLPH01,Carpark,5/20/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4013,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4014,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4015,PYLPH01,Carpark,6/11/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4016,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4017,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4018,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4019,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4020,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4021,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4022,PYLPH01,Carpark,9/11/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4023,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4024,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4025,PYLPH01,Carpark,11/30/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4026,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4027,PYLPH01,Carpark,8/9/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4028,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4029,PYLPH01,Carpark,4/19/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4030,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4031,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4032,PYLPH01,Carpark,8/13/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4033,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4034,PYLPH01,Carpark,7/16/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4035,PYLPH01,Carpark,6/11/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4036,PYLPH01,Carpark,1/19/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4037,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4038,PYLPH01,Carpark,7/28/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4039,PYLPH01,Carpark,12/26/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4040,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4041,PYLPH01,Carpark,4/2/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4042,PYLPH01,Carpark,11/17/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4043,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4044,PYLPH01,Carpark,7/15/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4045,PYLPH01,Carpark,4/19/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4046,PYLPH01,Carpark,8/23/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4047,PYLPH01,Carpark,7/7/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4048,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4049,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4050,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4051,PYLPH01,Carpark,1/4/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4052,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4053,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4054,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4055,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4056,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4057,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4058,PYLPH01,Carpark,6/8/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4059,PYLPH01,Carpark,1/7/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4060,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4061,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4062,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4063,PYLPH01,Carpark,4/16/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4064,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4065,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4066,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4067,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4068,PYLPH01,Carpark,4/27/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4069,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4070,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4071,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4072,PYLPH01,Carpark,5/22/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4073,PYLPH01,Carpark,10/4/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4074,PYLPH01,Carpark,4/10/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4075,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4076,PYLPH01,Carpark,8/18/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4077,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4078,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4079,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4080,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4081,PYLPH01,Carpark,11/22/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4082,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4083,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4084,PYLPH01,Carpark,11/11/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4085,PYLPH01,Carpark,4/29/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4086,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4087,PYLPH01,Carpark,12/2/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4088,PYLPH01,Carpark,8/11/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4089,PYLPH01,Carpark,8/19/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4090,PYLPH01,Carpark,6/5/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4091,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4092,PYLPH01,Carpark,5/12/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4093,PYLPH01,Carpark,7/7/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4094,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4095,PYLPH01,Carpark,5/30/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4096,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4097,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4098,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4099,PYLPH01,Carpark,8/6/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4100,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4101,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4102,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4103,PYLPH01,Carpark,8/5/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4104,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4105,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4106,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4107,PYLPH01,Carpark,4/22/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4108,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4109,PYLPH01,Carpark,9/8/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4110,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4111,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4112,PYLPH01,Carpark,7/28/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4113,PYLPH01,Carpark,12/24/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4114,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4115,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4116,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4117,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4118,PYLPH01,Carpark,12/10/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4119,PYLPH01,Carpark,9/15/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4120,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4121,PYLPH01,Carpark,6/12/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4122,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4123,PYLPH01,Carpark,2/14/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4124,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4125,PYLPH01,Carpark,6/5/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4126,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4127,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4128,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4129,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4130,PYLPH01,Carpark,6/12/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4131,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4132,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4133,PYLPH01,Carpark,6/4/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4134,PYLPH01,Carpark,6/11/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4135,PYLPH01,Carpark,9/7/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4136,PYLPH01,Carpark,6/29/2020,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4137,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4138,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4139,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4140,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4141,PYLPH01,Carpark,7/4/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4142,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4143,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4144,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4145,PYLPH01,Carpark,8/3/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4146,PYLPH01,Carpark,11/28/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4147,PYLPH01,Carpark,6/4/2021,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4148,PYLPH01,Carpark,8/2/2019,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4149,PYLPH01,Carpark,12/11/2022,8/8/2019,4/7/2022,9/6/2022,32,5,Sold
PYLU4150,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4151,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4152,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4153,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
PYLU4154,PYLPH01,Carpark,,8/8/2019,4/7/2022,9/6/2022,32,5,Available
