property_code,project_no,sale_date,completed_100,turnover_date,collected_date,SLA_turnover,SLA_collection,status,sale_completed
PYLU3083,PYLPH01,8/13/2020,9/6/2022,10/27/2022,11/22/2022,1.676712329,0.854794521,Sold,FALSE
PYLU3090,PYLPH01,6/12/2019,9/6/2022,10/23/2022,11/19/2022,1.545205479,0.887671233,Sold,FALSE
PYLU3091,PYLPH01,1/20/2023,9/6/2022,2/21/2023,,1.052054795,,Sold,TRUE
PYLU3092,PYLPH01,6/9/2019,9/6/2022,10/16/2022,11/12/2022,1.315068493,0.887671233,Sold,FALSE
PYLU3097,PYLPH01,10/31/2020,9/6/2022,10/18/2022,11/17/2022,1.380821918,0.98630137,Sold,FALSE
PYLU3098,PYLPH01,10/29/2021,9/6/2022,10/11/2022,11/12/2022,1.150684932,1.052054795,Sold,FALSE
PYLU3101,PYLPH01,2/24/2023,9/6/2022,,,,,Sold,TRUE
PYLU3102,PYLPH01,12/21/2020,9/6/2022,10/26/2022,11/27/2022,1.643835616,1.052054795,Sold,FALSE
PYLU3107,PYLPH01,8/6/2019,9/6/2022,10/12/2022,11/10/2022,1.183561644,0.953424658,Sold,FALSE
PYLU3113,PYLPH01,5/25/2019,9/6/2022,10/27/2022,11/22/2022,1.676712329,0.854794521,Sold,FALSE
PYLU3116,PYLPH01,10/15/2020,9/6/2022,10/24/2022,11/19/2022,1.578082192,0.854794521,Sold,FALSE
PYLU3117,PYLPH01,10/4/2021,9/6/2022,10/4/2022,11/1/2022,0.920547945,0.920547945,Sold,FALSE
PYLU3118,PYLPH01,6/14/2019,9/6/2022,10/6/2022,11/5/2022,0.98630137,0.98630137,Sold,FALSE
PYLU3121,PYLPH01,1/26/2021,9/6/2022,10/25/2022,11/26/2022,1.610958904,1.052054795,Sold,FALSE
PYLU3123,PYLPH01,3/25/2022,9/6/2022,10/7/2022,11/1/2022,1.019178082,0.821917808,Sold,FALSE
PYLU3127,PYLPH01,9/27/2021,9/6/2022,10/4/2022,11/4/2022,0.920547945,1.019178082,Sold,FALSE
PYLU3128,PYLPH01,4/4/2022,9/6/2022,10/5/2022,10/30/2022,0.953424658,0.821917808,Sold,FALSE
PYLU3131,PYLPH01,1/19/2023,9/6/2022,2/15/2023,3/16/2023,0.887671233,0.953424658,Sold,TRUE
PYLU3132,PYLPH01,12/19/2021,9/6/2022,10/21/2022,11/16/2022,1.479452055,0.854794521,Sold,FALSE
PYLU3137,PYLPH01,6/26/2019,9/6/2022,10/4/2022,11/6/2022,0.920547945,1.084931507,Sold,FALSE
PYLU3142,PYLPH01,6/24/2022,9/6/2022,10/20/2022,11/18/2022,1.446575342,0.953424658,Sold,FALSE
PYLU3144,PYLPH01,6/15/2019,9/6/2022,10/27/2022,11/26/2022,1.676712329,0.98630137,Sold,FALSE
PYLU3145,PYLPH01,7/19/2019,9/6/2022,10/17/2022,11/16/2022,1.347945205,0.98630137,Sold,FALSE
PYLU3146,PYLPH01,3/20/2022,9/6/2022,10/13/2022,11/9/2022,1.216438356,0.887671233,Sold,FALSE
PYLU3147,PYLPH01,6/12/2021,9/6/2022,10/9/2022,11/4/2022,1.084931507,0.854794521,Sold,FALSE
PYLU3150,PYLPH01,9/2/2021,9/6/2022,10/10/2022,11/10/2022,1.117808219,1.019178082,Sold,FALSE
PYLU3151,PYLPH01,1/29/2022,9/6/2022,10/23/2022,11/22/2022,1.545205479,0.98630137,Sold,FALSE
PYLU3153,PYLPH01,3/15/2021,9/6/2022,10/14/2022,11/12/2022,1.249315068,0.953424658,Sold,FALSE
PYLU3156,PYLPH01,8/12/2021,9/6/2022,10/19/2022,11/13/2022,1.41369863,0.821917808,Sold,FALSE
PYLU3157,PYLPH01,5/23/2020,9/6/2022,10/24/2022,11/23/2022,1.578082192,0.98630137,Sold,FALSE
PYLU3160,PYLPH01,7/4/2019,9/6/2022,10/22/2022,11/18/2022,1.512328767,0.887671233,Sold,FALSE
PYLU4007,PYLPH01,12/12/2021,9/6/2022,10/22/2022,11/18/2022,1.512328767,0.887671233,Sold,FALSE
PYLU4010,PYLPH01,5/21/2021,9/6/2022,10/11/2022,11/11/2022,1.150684932,1.019178082,Sold,FALSE
PYLU4012,PYLPH01,5/20/2019,9/6/2022,10/13/2022,11/10/2022,1.216438356,0.920547945,Sold,FALSE
PYLU4015,PYLPH01,6/11/2022,9/6/2022,10/19/2022,11/19/2022,1.41369863,1.019178082,Sold,FALSE
PYLU4022,PYLPH01,9/11/2019,9/6/2022,10/17/2022,11/19/2022,1.347945205,1.084931507,Sold,FALSE
PYLU4025,PYLPH01,11/30/2022,9/6/2022,12/28/2022,1/24/2023,1.117808219,0.887671233,Sold,TRUE
PYLU4027,PYLPH01,8/9/2020,9/6/2022,10/27/2022,11/28/2022,1.676712329,1.052054795,Sold,FALSE
PYLU4029,PYLPH01,4/19/2020,9/6/2022,10/10/2022,11/11/2022,1.117808219,1.052054795,Sold,FALSE
PYLU4032,PYLPH01,8/13/2019,9/6/2022,10/8/2022,11/2/2022,1.052054795,0.821917808,Sold,FALSE
PYLU4034,PYLPH01,7/16/2022,9/6/2022,10/22/2022,11/18/2022,1.512328767,0.887671233,Sold,FALSE
PYLU4035,PYLPH01,6/11/2022,9/6/2022,10/19/2022,11/18/2022,1.41369863,0.98630137,Sold,FALSE
PYLU4036,PYLPH01,1/19/2022,9/6/2022,10/14/2022,11/16/2022,1.249315068,1.084931507,Sold,FALSE
PYLU4038,PYLPH01,7/28/2021,9/6/2022,10/15/2022,11/17/2022,1.282191781,1.084931507,Sold,FALSE
PYLU4039,PYLPH01,12/26/2021,9/6/2022,10/18/2022,11/20/2022,1.380821918,1.084931507,Sold,FALSE
PYLU4041,PYLPH01,4/2/2021,9/6/2022,10/24/2022,11/25/2022,1.578082192,1.052054795,Sold,FALSE
PYLU4042,PYLPH01,11/17/2022,9/6/2022,12/22/2022,1/19/2023,1.052054795,0.920547945,Sold,TRUE
PYLU4044,PYLPH01,7/15/2019,9/6/2022,10/17/2022,11/15/2022,1.347945205,0.953424658,Sold,FALSE
PYLU4045,PYLPH01,4/19/2022,9/6/2022,10/26/2022,11/21/2022,1.643835616,0.854794521,Sold,FALSE
PYLU4046,PYLPH01,8/23/2021,9/6/2022,10/7/2022,11/7/2022,1.019178082,1.019178082,Sold,FALSE
PYLU4047,PYLPH01,7/7/2021,9/6/2022,10/21/2022,11/17/2022,1.479452055,0.887671233,Sold,FALSE
PYLU4051,PYLPH01,1/4/2020,9/6/2022,10/11/2022,11/9/2022,1.150684932,0.953424658,Sold,FALSE
PYLU4058,PYLPH01,6/8/2022,9/6/2022,10/9/2022,11/9/2022,1.084931507,1.019178082,Sold,FALSE
PYLU4059,PYLPH01,1/7/2021,9/6/2022,10/14/2022,11/9/2022,1.249315068,0.854794521,Sold,FALSE
PYLU4063,PYLPH01,4/16/2021,9/6/2022,10/19/2022,11/18/2022,1.41369863,0.98630137,Sold,FALSE
PYLU4068,PYLPH01,4/27/2022,9/6/2022,10/9/2022,11/10/2022,1.084931507,1.052054795,Sold,FALSE
PYLU4072,PYLPH01,5/22/2019,9/6/2022,10/8/2022,11/5/2022,1.052054795,0.920547945,Sold,FALSE
PYLU4073,PYLPH01,10/4/2019,9/6/2022,10/16/2022,11/18/2022,1.315068493,1.084931507,Sold,FALSE
PYLU4074,PYLPH01,4/10/2022,9/6/2022,10/7/2022,11/3/2022,1.019178082,0.887671233,Sold,FALSE
PYLU4076,PYLPH01,8/18/2022,9/6/2022,10/27/2022,11/21/2022,1.676712329,0.821917808,Sold,FALSE
PYLU4081,PYLPH01,11/22/2019,9/6/2022,10/6/2022,11/4/2022,0.98630137,0.953424658,Sold,FALSE
PYLU4084,PYLPH01,11/11/2020,9/6/2022,10/16/2022,11/14/2022,1.315068493,0.953424658,Sold,FALSE
PYLU4085,PYLPH01,4/29/2020,9/6/2022,10/10/2022,11/4/2022,1.117808219,0.821917808,Sold,FALSE
PYLU4087,PYLPH01,12/2/2019,9/6/2022,10/16/2022,11/10/2022,1.315068493,0.821917808,Sold,FALSE
PYLU4088,PYLPH01,8/11/2020,9/6/2022,10/19/2022,11/20/2022,1.41369863,1.052054795,Sold,FALSE
PYLU4089,PYLPH01,8/19/2021,9/6/2022,10/9/2022,11/5/2022,1.084931507,0.887671233,Sold,FALSE
PYLU4090,PYLPH01,6/5/2019,9/6/2022,10/19/2022,11/13/2022,1.41369863,0.821917808,Sold,FALSE
PYLU4092,PYLPH01,5/12/2022,9/6/2022,10/11/2022,11/8/2022,1.150684932,0.920547945,Sold,FALSE
PYLU4093,PYLPH01,7/7/2022,9/6/2022,10/28/2022,11/28/2022,1.709589041,1.019178082,Sold,FALSE
PYLU4095,PYLPH01,5/30/2019,9/6/2022,10/19/2022,11/13/2022,1.41369863,0.821917808,Sold,FALSE
PYLU4099,PYLPH01,8/6/2019,9/6/2022,10/12/2022,11/13/2022,1.183561644,1.052054795,Sold,FALSE
PYLU4103,PYLPH01,8/5/2022,9/6/2022,10/14/2022,11/13/2022,1.249315068,0.98630137,Sold,FALSE
PYLU4107,PYLPH01,4/22/2022,9/6/2022,10/15/2022,11/10/2022,1.282191781,0.854794521,Sold,FALSE
PYLU4109,PYLPH01,9/8/2022,9/6/2022,10/5/2022,11/2/2022,0.756164384,0.920547945,Sold,TRUE
PYLU4112,PYLPH01,7/28/2019,9/6/2022,10/20/2022,11/14/2022,1.446575342,0.821917808,Sold,FALSE
PYLU4113,PYLPH01,12/24/2021,9/6/2022,10/25/2022,11/27/2022,1.610958904,1.084931507,Sold,FALSE
PYLU4118,PYLPH01,12/10/2020,9/6/2022,10/8/2022,11/6/2022,1.052054795,0.953424658,Sold,FALSE
PYLU4119,PYLPH01,9/15/2022,9/6/2022,10/20/2022,11/19/2022,0.821917808,0.98630137,Sold,TRUE
PYLU4121,PYLPH01,6/12/2020,9/6/2022,10/23/2022,11/19/2022,1.545205479,0.887671233,Sold,FALSE
PYLU4123,PYLPH01,2/14/2022,9/6/2022,10/26/2022,11/23/2022,1.643835616,0.920547945,Sold,FALSE
PYLU4125,PYLPH01,6/5/2019,9/6/2022,10/13/2022,11/9/2022,1.216438356,0.887671233,Sold,FALSE
PYLU4130,PYLPH01,6/12/2019,9/6/2022,10/15/2022,11/17/2022,1.282191781,1.084931507,Sold,FALSE
PYLU4133,PYLPH01,6/4/2021,9/6/2022,10/5/2022,11/3/2022,0.953424658,0.953424658,Sold,FALSE
PYLU4134,PYLPH01,6/11/2022,9/6/2022,10/28/2022,11/30/2022,1.709589041,1.084931507,Sold,FALSE
PYLU4135,PYLPH01,9/7/2022,9/6/2022,10/11/2022,11/9/2022,0.591780822,0.953424658,Sold,TRUE
PYLU4136,PYLPH01,6/29/2020,9/6/2022,10/16/2022,11/15/2022,1.315068493,0.98630137,Sold,FALSE
PYLU4141,PYLPH01,7/4/2019,9/6/2022,10/17/2022,11/16/2022,1.347945205,0.98630137,Sold,FALSE
PYLU4145,PYLPH01,8/3/2019,9/6/2022,10/25/2022,11/24/2022,1.610958904,0.98630137,Sold,FALSE
PYLU4146,PYLPH01,11/28/2019,9/6/2022,10/13/2022,11/14/2022,1.216438356,1.052054795,Sold,FALSE
PYLU4147,PYLPH01,6/4/2021,9/6/2022,10/16/2022,11/13/2022,1.315068493,0.920547945,Sold,FALSE
PYLU4148,PYLPH01,8/2/2019,9/6/2022,10/4/2022,10/29/2022,0.920547945,0.821917808,Sold,FALSE
PYLU4149,PYLPH01,12/11/2022,9/6/2022,12/29/2022,1/31/2023,0.55890411,1.084931507,Sold,TRUE
PYLU4156,PYLPH01,9/24/2019,9/6/2022,10/5/2022,10/30/2022,0.953424658,0.821917808,Sold,FALSE
PYLU5001,PYLPH01,4/28/2021,9/6/2022,10/22/2022,11/21/2022,1.512328767,0.98630137,Sold,FALSE
PYLU5006,PYLPH01,8/22/2020,9/6/2022,10/7/2022,11/5/2022,1.019178082,0.953424658,Sold,FALSE
PYLU5007,PYLPH01,3/21/2022,9/6/2022,10/23/2022,11/20/2022,1.545205479,0.920547945,Sold,FALSE
PYLU5009,PYLPH01,3/22/2020,9/6/2022,10/4/2022,11/5/2022,0.920547945,1.052054795,Sold,FALSE
PYLU5010,PYLPH01,9/4/2021,9/6/2022,10/11/2022,11/5/2022,1.150684932,0.821917808,Sold,FALSE
PYLU5011,PYLPH01,10/9/2020,9/6/2022,10/23/2022,11/23/2022,1.545205479,1.019178082,Sold,FALSE
PYLU5012,PYLPH01,3/23/2021,9/6/2022,10/10/2022,11/10/2022,1.117808219,1.019178082,Sold,FALSE
PYLU5013,PYLPH01,6/27/2019,9/6/2022,10/18/2022,11/15/2022,1.380821918,0.920547945,Sold,FALSE
PYLU5015,PYLPH01,3/30/2020,9/6/2022,10/11/2022,11/13/2022,1.150684932,1.084931507,Sold,FALSE
PYLU5019,PYLPH01,4/7/2022,9/6/2022,10/12/2022,11/7/2022,1.183561644,0.854794521,Sold,FALSE
PYLU5023,PYLPH01,1/1/2021,9/6/2022,10/27/2022,11/25/2022,1.676712329,0.953424658,Sold,FALSE
PYLU5025,PYLPH01,5/20/2022,9/6/2022,10/23/2022,11/19/2022,1.545205479,0.887671233,Sold,FALSE
PYLU5027,PYLPH01,12/27/2021,9/6/2022,10/6/2022,11/5/2022,0.98630137,0.98630137,Sold,FALSE
PYLU5028,PYLPH01,7/13/2020,9/6/2022,10/4/2022,11/2/2022,0.920547945,0.953424658,Sold,FALSE
PYLU5030,PYLPH01,1/14/2020,9/6/2022,10/19/2022,11/21/2022,1.41369863,1.084931507,Sold,FALSE
PYLU5032,PYLPH01,3/19/2022,9/6/2022,10/25/2022,11/20/2022,1.610958904,0.854794521,Sold,FALSE
PYLU5033,PYLPH01,1/6/2023,9/6/2022,2/8/2023,3/5/2023,1.084931507,0.821917808,Sold,TRUE
PYLU5034,PYLPH01,6/1/2020,9/6/2022,10/7/2022,11/3/2022,1.019178082,0.887671233,Sold,FALSE
PYLU5036,PYLPH01,6/11/2019,9/6/2022,10/9/2022,11/4/2022,1.084931507,0.854794521,Sold,FALSE
PYLU5037,PYLPH01,7/23/2019,9/6/2022,10/6/2022,11/5/2022,0.98630137,0.98630137,Sold,FALSE
PYLU5041,PYLPH01,10/5/2019,9/6/2022,10/20/2022,11/20/2022,1.446575342,1.019178082,Sold,FALSE
PYLU5043,PYLPH01,12/15/2022,9/6/2022,1/17/2023,2/15/2023,0.690410959,0.953424658,Sold,TRUE
PYLU5047,PYLPH01,10/13/2019,9/6/2022,10/27/2022,11/28/2022,1.676712329,1.052054795,Sold,FALSE
PYLU5048,PYLPH01,12/21/2022,9/6/2022,1/16/2023,2/12/2023,1.150684932,0.887671233,Sold,TRUE
PYLU5049,PYLPH01,3/5/2023,9/6/2022,,,,,Sold,TRUE
PYLU5050,PYLPH01,3/22/2020,9/6/2022,10/16/2022,11/16/2022,1.315068493,1.019178082,Sold,FALSE
PYLU5052,PYLPH01,3/16/2022,9/6/2022,10/12/2022,11/12/2022,1.183561644,1.019178082,Sold,FALSE
PYLU5053,PYLPH01,6/13/2020,9/6/2022,10/26/2022,11/26/2022,1.643835616,1.019178082,Sold,FALSE
PYLU5054,PYLPH01,1/29/2021,9/6/2022,10/9/2022,11/3/2022,1.084931507,0.821917808,Sold,FALSE
PYLU5055,PYLPH01,1/24/2023,9/6/2022,2/14/2023,3/14/2023,0.690410959,0.920547945,Sold,TRUE
PYLU5056,PYLPH01,7/16/2020,9/6/2022,10/18/2022,11/16/2022,1.380821918,0.953424658,Sold,FALSE
PYLU5058,PYLPH01,7/10/2019,9/6/2022,10/25/2022,11/26/2022,1.610958904,1.052054795,Sold,FALSE
PYLU5063,PYLPH01,6/10/2022,9/6/2022,10/11/2022,11/12/2022,1.150684932,1.052054795,Sold,FALSE
PYLU5066,PYLPH01,1/13/2021,9/6/2022,10/18/2022,11/13/2022,1.380821918,0.854794521,Sold,FALSE
PYLU5068,PYLPH01,5/22/2019,9/6/2022,10/12/2022,11/14/2022,1.183561644,1.084931507,Sold,FALSE
PYLU5071,PYLPH01,5/2/2022,9/6/2022,10/14/2022,11/10/2022,1.249315068,0.887671233,Sold,FALSE
PYLU5073,PYLPH01,5/7/2022,9/6/2022,10/16/2022,11/12/2022,1.315068493,0.887671233,Sold,FALSE
PYLU5078,PYLPH01,9/28/2020,9/6/2022,10/20/2022,11/19/2022,1.446575342,0.98630137,Sold,FALSE
PYLU5080,PYLPH01,6/28/2020,9/6/2022,10/15/2022,11/10/2022,1.282191781,0.854794521,Sold,FALSE
PYLU5082,PYLPH01,6/29/2022,9/6/2022,10/28/2022,11/27/2022,1.709589041,0.98630137,Sold,FALSE
PYLU5085,PYLPH01,1/22/2021,9/6/2022,10/12/2022,11/11/2022,1.183561644,0.98630137,Sold,FALSE
PYLU5086,PYLPH01,7/6/2019,9/6/2022,10/28/2022,11/25/2022,1.709589041,0.920547945,Sold,FALSE
PYLU5087,PYLPH01,6/24/2022,9/6/2022,10/5/2022,11/1/2022,0.953424658,0.887671233,Sold,FALSE
PYLU5089,PYLPH01,5/13/2020,9/6/2022,10/12/2022,11/8/2022,1.183561644,0.887671233,Sold,FALSE
PYLU5092,PYLPH01,5/12/2022,9/6/2022,10/21/2022,11/23/2022,1.479452055,1.084931507,Sold,FALSE
PYLU5093,PYLPH01,3/25/2020,9/6/2022,10/18/2022,11/17/2022,1.380821918,0.98630137,Sold,FALSE
PYLU5096,PYLPH01,4/5/2022,9/6/2022,10/14/2022,11/9/2022,1.249315068,0.854794521,Sold,FALSE
PYLU5099,PYLPH01,12/25/2022,9/6/2022,1/18/2023,2/20/2023,0.690410959,1.084931507,Sold,TRUE
PYLU5102,PYLPH01,12/29/2019,9/6/2022,10/4/2022,11/4/2022,0.920547945,1.019178082,Sold,FALSE
PYLU5105,PYLPH01,7/19/2019,9/6/2022,10/25/2022,11/20/2022,1.610958904,0.854794521,Sold,FALSE
PYLU5106,PYLPH01,2/19/2020,9/6/2022,10/25/2022,11/25/2022,1.610958904,1.019178082,Sold,FALSE
PYLU5109,PYLPH01,11/19/2019,9/6/2022,10/25/2022,11/20/2022,1.610958904,0.854794521,Sold,FALSE
PYLU5110,PYLPH01,10/8/2021,9/6/2022,10/28/2022,11/22/2022,1.709589041,0.821917808,Sold,FALSE
PYLU5113,PYLPH01,11/29/2020,9/6/2022,10/26/2022,11/21/2022,1.643835616,0.854794521,Sold,FALSE
PYLU5114,PYLPH01,6/2/2019,9/6/2022,10/27/2022,11/23/2022,1.676712329,0.887671233,Sold,FALSE
PYLU5115,PYLPH01,4/10/2022,9/6/2022,10/24/2022,11/18/2022,1.578082192,0.821917808,Sold,FALSE
PYLU5118,PYLPH01,9/29/2022,9/6/2022,10/31/2022,11/28/2022,0.887671233,0.920547945,Sold,TRUE
PYLU5119,PYLPH01,12/2/2022,9/6/2022,1/1/2023,1/31/2023,1.117808219,0.98630137,Sold,TRUE
PYLU5122,PYLPH01,6/28/2022,9/6/2022,10/12/2022,11/7/2022,1.183561644,0.854794521,Sold,FALSE
PYLU5128,PYLPH01,9/20/2020,9/6/2022,10/19/2022,11/14/2022,1.41369863,0.854794521,Sold,FALSE
PYLU5129,PYLPH01,9/28/2020,9/6/2022,10/5/2022,11/2/2022,0.953424658,0.920547945,Sold,FALSE
PYLU5130,PYLPH01,8/18/2022,9/6/2022,10/7/2022,11/6/2022,1.019178082,0.98630137,Sold,FALSE
PYLU5131,PYLPH01,8/18/2021,9/6/2022,10/12/2022,11/14/2022,1.183561644,1.084931507,Sold,FALSE
PYLU5132,PYLPH01,6/20/2020,9/6/2022,10/9/2022,11/3/2022,1.084931507,0.821917808,Sold,FALSE
PYLU5135,PYLPH01,7/7/2020,9/6/2022,10/5/2022,10/31/2022,0.953424658,0.854794521,Sold,FALSE
PYLU5136,PYLPH01,11/27/2022,9/6/2022,12/15/2022,1/11/2023,1.084931507,0.887671233,Sold,TRUE
PYLU5144,PYLPH01,4/11/2020,9/6/2022,10/20/2022,11/21/2022,1.446575342,1.052054795,Sold,FALSE
PYLU5147,PYLPH01,10/2/2022,9/6/2022,11/4/2022,12/4/2022,1.052054795,0.98630137,Sold,TRUE
PYLU5148,PYLPH01,3/20/2021,9/6/2022,10/14/2022,11/13/2022,1.249315068,0.98630137,Sold,FALSE
PYLU5150,PYLPH01,6/9/2019,9/6/2022,10/11/2022,11/12/2022,1.150684932,1.052054795,Sold,FALSE
PYLU5152,PYLPH01,1/30/2023,9/6/2022,2/23/2023,,0.789041096,,Sold,TRUE
PYLU5153,PYLPH01,6/2/2020,9/6/2022,10/11/2022,11/12/2022,1.150684932,1.052054795,Sold,FALSE
PYLU5155,PYLPH01,3/20/2021,9/6/2022,10/21/2022,11/17/2022,1.479452055,0.887671233,Sold,FALSE
PYLU5156,PYLPH01,3/17/2021,9/6/2022,10/10/2022,11/8/2022,1.117808219,0.953424658,Sold,FALSE
PYLU5159,PYLPH01,9/11/2019,9/6/2022,10/27/2022,11/24/2022,1.676712329,0.920547945,Sold,FALSE
PYLU5160,PYLPH01,8/26/2020,9/6/2022,10/13/2022,11/11/2022,1.216438356,0.953424658,Sold,FALSE
SAN0001,SANPH03,9/12/2021,12/8/2021,12/27/2021,1/27/2022,0.624589086,1.019178082,Sold,FALSE
SAN0002,SANPH03,9/6/2021,12/8/2021,1/9/2022,2/3/2022,1.051939513,0.821917808,Sold,FALSE
SAN0003,SANPH03,11/17/2021,12/8/2021,1/4/2022,2/5/2022,0.887573964,1.052054795,Sold,FALSE
SAN0004,SANPH03,9/4/2021,12/8/2021,12/27/2021,1/23/2022,0.624589086,0.887671233,Sold,FALSE
SAN0005,SANPH03,5/6/2021,12/8/2021,1/4/2022,1/29/2022,0.887573964,0.821917808,Sold,FALSE
SAN0007,SANPH03,11/8/2020,12/8/2021,12/27/2021,1/21/2022,0.624589086,0.821917808,Sold,FALSE
SAN0008,SANPH03,11/20/2020,12/8/2021,1/2/2022,2/4/2022,0.821827745,1.084931507,Sold,FALSE
SAN0010,SANPH03,12/22/2020,12/8/2021,1/12/2022,2/6/2022,1.150558843,0.821917808,Sold,FALSE
SAN0011,SANPH03,2/27/2021,12/8/2021,12/27/2021,1/25/2022,0.624589086,0.953424658,Sold,FALSE
SAN0014,SANPH03,5/11/2022,12/8/2021,6/6/2022,7/2/2022,1.117685733,0.854794521,Sold,TRUE
SAN0015,SANPH03,10/14/2021,12/8/2021,12/28/2021,1/25/2022,0.657462196,0.920547945,Sold,FALSE
SAN0017,SANPH03,2/12/2022,12/8/2021,3/2/2022,4/2/2022,0.953320184,1.019178082,Sold,TRUE
SAN0019,SANPH03,6/7/2022,12/8/2021,7/8/2022,8/4/2022,0.920447074,0.887671233,Sold,TRUE
SAN0021,SANPH03,10/20/2021,12/8/2021,1/5/2022,1/30/2022,0.920447074,0.821917808,Sold,FALSE
SAN0023,SANPH03,7/16/2021,12/8/2021,12/30/2021,1/31/2022,0.723208416,1.052054795,Sold,FALSE
SAN0024,SANPH03,5/12/2022,12/8/2021,6/5/2022,7/3/2022,1.019066404,0.920547945,Sold,TRUE
SAN0025,SANPH03,1/9/2021,12/8/2021,1/2/2022,1/27/2022,0.821827745,0.821917808,Sold,FALSE
SAN0026,SANPH03,10/5/2022,12/8/2021,10/23/2022,11/23/2022,1.084812623,1.019178082,Sold,TRUE
SAN0027,SANPH03,1/22/2022,12/8/2021,2/20/2022,3/25/2022,1.019066404,1.084931507,Sold,TRUE
SAN0028,SANPH03,8/13/2022,12/8/2021,9/8/2022,10/6/2022,1.084812623,0.920547945,Sold,TRUE
SAN0029,SANPH03,12/11/2021,12/8/2021,1/9/2022,2/5/2022,1.117685733,0.887671233,Sold,TRUE
SAN0031,SANPH03,10/17/2021,12/8/2021,12/30/2021,1/29/2022,0.723208416,0.98630137,Sold,FALSE
SAN0032,SANPH03,3/4/2021,12/8/2021,1/12/2022,2/8/2022,1.150558843,0.887671233,Sold,FALSE
SAN0033,SANPH03,9/25/2021,12/8/2021,12/29/2021,1/24/2022,0.690335306,0.854794521,Sold,FALSE
SAN0034,SANPH03,12/4/2020,12/8/2021,1/4/2022,2/6/2022,0.887573964,1.084931507,Sold,FALSE
SAN0036,SANPH03,1/25/2021,12/8/2021,1/14/2022,2/14/2022,1.216305062,1.019178082,Sold,FALSE
SAN0037,SANPH03,12/25/2020,12/8/2021,1/13/2022,2/9/2022,1.183431953,0.887671233,Sold,FALSE
SAN0039,SANPH03,1/11/2021,12/8/2021,12/30/2021,1/30/2022,0.723208416,1.019178082,Sold,FALSE
SAN0040,SANPH03,11/7/2021,12/8/2021,12/27/2021,1/25/2022,0.624589086,0.953424658,Sold,FALSE
SAN0041,SANPH03,1/5/2021,12/8/2021,1/2/2022,2/3/2022,0.821827745,1.052054795,Sold,FALSE
SAN0042,SANPH03,11/25/2021,12/8/2021,1/1/2022,2/3/2022,0.788954635,1.084931507,Sold,FALSE
SAN0043,SANPH03,7/17/2021,12/8/2021,1/8/2022,2/7/2022,1.019066404,0.98630137,Sold,FALSE
SAN0045,SANPH03,11/20/2021,12/8/2021,1/14/2022,2/10/2022,1.216305062,0.887671233,Sold,FALSE
SAN0046,SANPH03,7/12/2021,12/8/2021,12/30/2021,1/31/2022,0.723208416,1.052054795,Sold,FALSE
SAN0048,SANPH03,11/26/2021,12/8/2021,1/1/2022,1/31/2022,0.788954635,0.98630137,Sold,FALSE
SAN0050,SANPH03,12/27/2021,12/8/2021,1/13/2022,2/11/2022,0.558842867,0.953424658,Sold,TRUE
SAN0051,SANPH03,5/11/2021,12/8/2021,1/10/2022,2/9/2022,1.084812623,0.98630137,Sold,FALSE
SAN0053,SANPH03,7/24/2022,12/8/2021,8/13/2022,9/11/2022,0.821827745,0.953424658,Sold,TRUE
SAN0054,SANPH03,12/24/2020,12/8/2021,1/10/2022,2/4/2022,1.084812623,0.821917808,Sold,FALSE
SAN0055,SANPH03,5/31/2022,12/8/2021,7/5/2022,8/5/2022,1.150558843,1.019178082,Sold,TRUE
SAN0057,SANPH03,12/13/2020,12/8/2021,12/29/2021,1/27/2022,0.690335306,0.953424658,Sold,FALSE
SAN0060,SANPH03,8/21/2021,12/8/2021,1/13/2022,2/7/2022,1.183431953,0.821917808,Sold,FALSE
SAN0061,SANPH03,4/23/2021,12/8/2021,1/1/2022,1/28/2022,0.788954635,0.887671233,Sold,FALSE
SAN0063,SANPH03,6/7/2021,12/8/2021,12/28/2021,1/29/2022,0.657462196,1.052054795,Sold,FALSE
SAN0064,SANPH03,10/20/2020,12/8/2021,1/2/2022,1/31/2022,0.821827745,0.953424658,Sold,FALSE
SAN0065,SANPH03,2/11/2021,12/8/2021,1/1/2022,1/31/2022,0.788954635,0.98630137,Sold,FALSE
SAN0066,SANPH03,4/29/2021,12/8/2021,1/1/2022,1/26/2022,0.788954635,0.821917808,Sold,FALSE
SAN0067,SANPH03,11/3/2021,12/8/2021,1/3/2022,1/30/2022,0.854700855,0.887671233,Sold,FALSE
SAN0068,SANPH03,11/7/2020,12/8/2021,12/26/2021,1/24/2022,0.591715976,0.953424658,Sold,FALSE
SAN0069,SANPH03,11/29/2020,12/8/2021,12/26/2021,1/22/2022,0.591715976,0.887671233,Sold,FALSE
SAN0071,SANPH03,11/15/2020,12/8/2021,1/2/2022,2/1/2022,0.821827745,0.98630137,Sold,FALSE
SAN0075,SANPH03,3/13/2021,12/8/2021,12/28/2021,1/27/2022,0.657462196,0.98630137,Sold,FALSE
SAN0076,SANPH03,3/22/2021,12/8/2021,1/5/2022,1/30/2022,0.920447074,0.821917808,Sold,FALSE
SAN0078,SANPH03,11/2/2021,12/8/2021,1/4/2022,1/31/2022,0.887573964,0.887671233,Sold,FALSE
SAN0080,SANPH03,11/15/2021,12/8/2021,1/7/2022,2/3/2022,0.986193294,0.887671233,Sold,FALSE
